ID	EntryID	Year	Etymology
5111-7947-rozs	7947-rozs	1137	Slavic
5134-7980-ruha	7980-ruha	1277	Slavic
5410-8402-strazsa	8402-strazsa	1296	Slavic
5480-8511-szak	8511-szak	1211	Slavic
5499-8547-szalonna	8547-szalonna	1249	Slavic
5509-8560-szamszerij	8560-szamszerij	1380	Slavic
5518-8574-szapora	8574-szapora	1372	Slavic
5528-8600-szasz	8600-szasz	1239	Slavic
5535-8615-szecs	8615-szecs	1227	Slavic
5553-8642-szekernye	8642-szekernye	1395	Slavic
5558-8654-szelence	8654-szelence	1405	Slavic
5580-8690-szena	8690-szena	1055	Slavic
5605-8729-szerencse	8729-szerencse	1372	Slavic
5621-8752-szesztra	8752-szesztra	1398	Slavic
5633-8769-szikra	8769-szikra	1395	Slavic
5650-8791-szin	8791-szin	1067	Slavic
5682-8844-szolga	8844-szolga	1138	Slavic
5688-8852-szomoga	8852-szomoga	1270	Slavic
5711-8888-szomorce	8888-szomorce	1282	Slavic
5721-8904-szovetnek	8904-szovetnek	1372	Slavic
5776-8978-takacs	8978-takacs	1266	Slavic
5828-9059-tarho	9059-tarho	1363	Slavic
5835-9070-tarnok	9070-tarnok	1113	Slavic
5888-9155-tengelic	9155-tengelic	1320	Slavic
5911-9183-terem	9183-terem	1225	Slavic
5943-9230-tezsla	9230-tezsla	1402	Slavic
5980-9286-toka	9286-toka	1138	Slavic
5994-9306-tompa	9306-tompa	1202	Slavic
6005-9318-topolya	9318-topolya	1113	Slavic
6006-9319-topor	9319-topor	1235	Slavic
6036-9364-tok	9364-tok	1138	Slavic
6045-9383-tomloc	9383-tomloc	1318	Slavic
6171-9574-uj	9574-uj	1347	Slavic
6188-9594-unoka	9594-unoka	1209	Slavic
6194-9605-uszkuruc	9605-uszkuruc	1408	Slavic
6200-9611-utca	9611-utca	1337	Slavic
6210-9625-uzsonna	9625-uzsonna	1395	Slavic
6237-9663-uzbeg	9663-uzbeg	1095	Slavic
6292-9744-vapa	9744-vapa	1263	Slavic
6296-9750-varadics	9750-varadics	1395	Slavic
6344-9832-vereb	9832-vereb	1256	Slavic
6401-9921-vinnye	9921-vinnye	1093	Slavic
6426-9959-vitez	9959-vitez	1208	Slavic
6447-9996-vodor	9996-vodor	1165	Slavic
6457-10008-zab	10008-zab	1211	Slavic
6458-10009-zabal	10009-zabal	1395	Slavic
6476-10035-zarandok	10035-zarandok	1222	Slavic
6477-10038-zatony	10038-zatony	1254	Slavic
6497-10064-zomak	10064-zomak	1086	Slavic
6546-10139-zsilip	10139-zsilip	1086	Slavic
6549-10146-zsir	10146-zsir	1225	Slavic
