ID	EntryID	Year	Etymology
5680-8840-szokik	8840-szokik	1348	unknown
5718-8900-szosz	8900-szosz	1343	uncertain
5747-8940-szuk	8940-szuk	1300	unknown
5757-8951-szuz	8951-szuz	1405	uncertain
5845-9089-tata	9089-tata	1202	uncertain
5863-9118-tehen	9118-tehen	1296	uncertain
5864-9119-teher	9119-teher	1348	uncertain
5968-9265-tisztel	9265-tisztel	1372	uncertain
5979-9284-tok	9284-tok	1138	uncertain
5986-9296-tolmacs	9296-tolmacs	1075	uncertain
5990-9301-tombas	9301-tombas	1405	uncertain
5993-9305-tomp	9305-tomp	1221	uncertain
6010-9325-torbagy	9325-torbagy	1200	unknown
6029-9350-tosz	9350-tosz	1293	unknown
6053-9395-tor	9395-tor	1138	uncertain
6061-9408-tortenik	9408-tortenik	1372	unknown
6107-9477-tuba	9477-tuba	1224	uncertain
6119-9494-tulok	9494-tulok	1291	uncertain
6139-9525-tusz	9525-tusz	1295	unknown
6146-9534-tudo	9534-tudo	1193	unknown
6147-9535-tugy	9535-tugy	1331	unknown
6183-9587-un	9587-un	1350	unknown
6190-9596-ur	9596-ur	1002	uncertain
6197-9608-utal	9608-utal	1212	uncertain
6217-9633-ugy	9633-ugy	1002	uncertain
6229-9651-usti	9651-usti	1317	unknown
6240-9668-uzen	9668-uzen	1372	uncertain
6258-9694-vaj	9694-vaj	1270	uncertain
6264-9702-vak	9702-vak	1138	unknown
6317-9790-veg	9790-veg	1055	uncertain
6335-9819-venerek	9819-venerek	1372	unknown
6338-9824-ver	9824-ver	1138	unknown
6355-9849-vese	9849-vese	1405	uncertain
6363-9863-vet	9863-vet	1138	unknown
6378-9889-videk	9889-videk	1372	unknown
6517-10090-zuz	10090-zuz	1219	uncertain
6541-10130-zsib	10130-zsib	1391	unknown
