ID,Description,Entry_ID,Spacy
eineInterjektion-1,eine Interjektion,1-a,eine Interjektion
eineInterjektion-2,〈eine Interjektion〉,2-a,eine Interjektion
eineInterjektion-3,〈eine Interjektion〉,3296-hah,eine Interjektion
eineInterjektion-4,eine Interjektion,3297-hahaha,eine Interjektion
eineInterjektion-5,eine Interjektion,3298-haho,eine Interjektion
eineInterjektion-6,〈eine Interjektion〉,3302-haj,eine Interjektion
eineInterjektion-7,〈eine Interjektion〉,3336-haliho,eine Interjektion
eineInterjektion-8,〈eine Interjektion〉,3353-hamm,eine Interjektion
Flausch-1,Flausch,3-aba,Flausch
Flausch-2,Flausch,10043-zeke,Flausch
Fries-1,Fries,3-aba,Fries
Fries-2,Fries,1718-daroc,Fries
Flanell-1,Flanell,3-aba,Flanell
Flanell-2,Flanell,2614-flanell,Flanell
BesatzamRock-1,Besatz am Rock,3-aba,Besatz am Rock
gemischt-1,gemischt,4-abajdoc,gemischt
gemischt-2,gemischt,2082-egyveleg,gemischt
Mischkorn-1,Mischkorn,4-abajdoc,
Mischkorn-2,Mischkorn,2861-gabona,
schmutzigesGetreide-1,schmutziges Getreide,4-abajdoc,schmutziges Getreide
Fra-1,Fraß,4-abajdoc,Fraß
Fra-2,Fraß,4227-kagyma,Fraß
Fra-3,Fraß,5667-locspocs,Fraß
Gekoch-1,Gekoch,4-abajdoc,
Gekoch-2,Gekoch,2715-fo,
Gekoch-3,Gekoch,2995-gezemice,
Gekoch-4,Gekoch,4227-kagyma,
Gekoch-5,Gekoch,8722-szerdek,
beunruhigen-1,beunruhigen,5-abajgat,beunruhigen
beunruhigen-2,beunruhigen,67-aggik,beunruhigen
beunruhigen-3,beunruhigen,173-alarmiroz,beunruhigen
beunruhigen-4,beunruhigen,2791-ful,beunruhigen
beunruhigen-5,beunruhigen,3270-haborgat,beunruhigen
beunruhigen-6,beunruhigen,3271-haborit,beunruhigen
beunruhigen-7,beunruhigen,3271-haborit,beunruhigen
beunruhigen-8,beunruhigen,8869-szorgol,beunruhigen
beunruhigen-9,beunruhigen,10039-zavar,beunruhigen
belastigen-1,belästigen,5-abajgat,belästigen
belastigen-2,belästigen,784-bodit,belästigen
belastigen-3,belästigen,3264-habar,belästigen
belastigen-4,belästigen,3270-haborgat,belästigen
belastigen-5,belästigen,3271-haborit,belästigen
belastigen-6,belästigen,3271-haborit,belästigen
belastigen-7,belästigen,3511-hercehurcal,belästigen
belastigen-8,belästigen,4273-kalapal,belästigen
belastigen-9,belästigen,4606-kerget,belästigen
belastigen-10,belästigen,6434-noszogat,belästigen
belastigen-11,belästigen,6459-nyaggat,belästigen
belastigen-12,belästigen,6569-ol,belästigen
belastigen-13,belästigen,9119-teher,belästigen
belastigen-14,belästigen,9587-un,belästigen
belastigen-15,belästigen,9794-vegzal,belästigen
belastigen-16,belästigen,10023-zakatol,belästigen
belastigen-17,belästigen,10024-zaklat,belästigen
hetzen-1,hetzen,5-abajgat,hetzen
hetzen-2,hetzen,3316-hajkurasz,hetzen
hetzen-3,hetzen,3517-hergel,hetzen
hetzen-4,hetzen,4000-izgat,hetzen
jagen-1,jagen,5-abajgat,jagen
jagen-2,jagen,3314-hajhasz,jagen
jagen-3,jagen,3316-hajkurasz,jagen
jagen-4,jagen,4595-kereskedik,jagen
schreien-1,schreien,5-abajgat,schreien
schreien-2,schreien,6-abajog,schreien
schreien-3,schreien,903-bog,schreien
schreien-4,schreien,1516-csikorog,schreien
schreien-5,schreien,1934-dorog,schreien
schreien-6,schreien,3754-hurrog,schreien
schreien-7,schreien,4236-kajdacsol,schreien
schreien-8,schreien,4237-kajdasz,schreien
schreien-9,schreien,4654-kialt,schreien
schreien-10,schreien,4654-kialt,schreien
schreien-11,schreien,5043-kondit,schreien
schreien-12,schreien,5344-kurjongat,schreien
schreien-13,schreien,5344-kurjongat,schreien
schreien-14,schreien,6493-nyerit,schreien
schreien-15,schreien,6711-ordit,schreien
schreien-16,schreien,7820-riaszkodik,schreien
schreien-17,schreien,7837-rikit,schreien
schreien-18,schreien,7865-rivall,schreien
schreien-19,schreien,8180-sikolt,schreien
schreien-20,schreien,8206-sir,schreien
schreien-21,schreien,9905-vijjog,schreien
schreien-22,schreien,9940-visong,schreien
prugeln-1,prügeln,5-abajgat,prügeln
prugeln-2,prügeln,18-abriktol,prügeln
prugeln-3,prügeln,76-agyabugyal,prügeln
prugeln-4,prügeln,109-agyabugyal,prügeln
prugeln-5,prügeln,678-bermal,prügeln
prugeln-6,prügeln,888-bot,prügeln
prugeln-7,prügeln,1117-bermal,prügeln
prugeln-8,prügeln,1923-dogonyoz,prügeln
prugeln-9,prügeln,1928-dongol,prügeln
prugeln-10,prügeln,1933-dorockol,prügeln
prugeln-11,prügeln,2071-egyez,prügeln
prugeln-12,prügeln,4273-kalapal,prügeln
prugeln-13,prügeln,4712-ken,prügeln
prugeln-14,prügeln,5042-kongat,prügeln
prugeln-15,prügeln,5177-kotor,prügeln
prugeln-16,prügeln,5198-kozsok,prügeln
prugeln-17,prügeln,5675-lohol,prügeln
prugeln-18,prügeln,6255-mos,prügeln
prugeln-19,prügeln,6360-naspal,prügeln
prugeln-20,prügeln,6382-negy,prügeln
prugeln-21,prügeln,6536-nyujt,prügeln
prugeln-22,prügeln,6803-pall,prügeln
prugeln-23,prügeln,6876-pahog,prügeln
prugeln-24,prügeln,6992-patel,prügeln
prugeln-25,prügeln,7262-plagal,prügeln
prugeln-26,prügeln,7529-puhatol,prügeln
prugeln-27,prügeln,7581-pufol,prügeln
prugeln-28,prügeln,7628-rak,prügeln
prugeln-29,prügeln,7648-rant,prügeln
prugeln-30,prügeln,7873-ro,prügeln
prugeln-31,prügeln,7919-rongal,prügeln
prugeln-32,prügeln,7921-rop,prügeln
prugeln-33,prügeln,8048-seper,prügeln
prugeln-34,prügeln,8115-salapal,prügeln
prugeln-35,prügeln,8440-supral,prügeln
prugeln-36,prügeln,8488-szab,prügeln
prugeln-37,prügeln,9020-tangal,prügeln
prugeln-38,prügeln,9742-vanyol,prügeln
prugeln-39,prügeln,9824-ver,prügeln
plaudern-1,plaudern,6-abajog,plaudern
plaudern-2,plaudern,1331-csacsog,plaudern
plaudern-3,plaudern,1480-cseveg,plaudern
plaudern-4,plaudern,1559-csiripel,plaudern
plaudern-5,plaudern,4134-kaszino,plaudern
plaudern-6,plaudern,4450-karattyol,plaudern
plaudern-7,plaudern,4526-kaszino,plaudern
plaudern-8,plaudern,4641-ketyeg,plaudern
plaudern-9,plaudern,5354-kuruttyol,plaudern
plaudern-10,plaudern,9424-trafikal,plaudern
plaudern-11,plaudern,9444-trecsel,plaudern
klagen-1,klagen,6-abajog,klagen
klagen-2,klagen,4406-kapolodik,klagen
klagen-3,klagen,4594-keres,klagen
klagen-4,klagen,6825-panasz,klagen
klagen-5,klagen,7731-remel,klagen
klagen-6,klagen,7865-rivall,klagen
abbruhen-1,abbrühen,7-abal,
abkochen-1,abkochen,7-abal,abkochen
niedermitihm-1,nieder mit ihm,8-abcug,nieder mit ihm
niedermitihm-2,nieder mit ihm,5508-le,nieder mit ihm
verfertigen-1,verfertigen,9-abdal,verfertigen
verfertigen-2,verfertigen,1534-csinal,verfertigen
behauen-1,behauen,9-abdal,behauen
flicken-1,flicken,9-abdal,flicken
flicken-2,flicken,2658-foldoz,flicken
flicken-3,flicken,2659-fold,flicken
flicken-4,flicken,7717-regget,flicken
flicken-5,flicken,9760-varr,flicken
schlechtnahen-1,schlecht nähen,9-abdal,schlecht nähen
Alphabet-1,Alphabet,10-abece,Alphabet
alphabetischeOrdnung-1,alphabetische Ordnung,10-abece,alphabetische Ordnung
Elementartkentnisse-1,Elementartkentnisse,10-abece,
Abessinier-1,Abessinier,11-abesszin,Abessinier
abessinisch-1,abessinisch,11-abesszin,
Abessziniabanlako-1,Abesszíniában lakó,11-abesszin,
sotetboruneptagja-1,sötét bőrű nép tagja,11-abesszin,
Abesszinia-1,Abesszínia,11-abesszin,
Fenster-1,Fenster,12-ablak,Fenster
Fenster-2,Fenster,142-akna,Fenster
Fenster-3,Fenster-,7636-rama,Fenster
Fenster-4,Fenster-,9285-tok,Fenster
Fenster-5,Fenster-,9535-tugy,Fenster
Rauchloch-1,Rauchloch,12-ablak,
ArtSchutzdachuberHeuschobern-1,Art Schutzdach über Heuschobern,13-abora,Art Schutzdach über Heuschobern
RationdesDienstvolks-1,Ration des Dienstvolks,14-abrak,Ration des Dienstvolks
Nahrung-1,Nahrung,14-abrak,Nahrung
Nahrung-2,Nahrung,2106-el,Nahrung
Nahrung-3,Nahrung,2111-eledel,Nahrung
Nahrung-4,Nahrung,2120-elelem,Nahrung
Nahrung-5,Nahrung,2126-eleseg,Nahrung
Pferdefutter-1,Pferdefutter,14-abrak,Pferdefutter
Pferdefutter-2,Pferdefutter,10008-zab,Pferdefutter
Abrakadabra-1,Abrakadabra,15-abrakadabra,Abrakadabra
Amulett-1,Amulett,15-abrakadabra,Amulett
Amulett-2,Amulett,255-amulett,Amulett
Amulett-3,Amulett,8645-szekszemonca,Amulett
dahintraumen-1,dahinträumen,16-abrandozik,
irren-1,irren,16-abrandozik,irren
irren-2,irren,3560-hibban,irren
irren-3,irren,9863-vet,irren
herumgaffen-1,herumgaffen,16-abrandozik,
herumgaffen-2,herumgaffen,5313-kuncsorog,
herumgaffen-3,herumgaffen,5314-kuncsog,
Bild-1,Bild,17-abraz,Bild
Bild-2,Bild,447-abraz,Bild
Bild-3,Bild,4734-kep,Bild
Bild-4,Bild,4734-kep,Bild
Bild-5,Bild,7045-pelda,Bild
Bild-6,Bild-,7636-rama,Bild
Bild-7,Bild,8667-szemely,Bild
Bild-8,Bild,8792-szin,Bild
Bild-9,Bild,8959-tablo,Bild
Gestalt-1,Gestalt,17-abraz,Gestalt
Gestalt-2,Gestalt,165-alak,Gestalt
Gestalt-3,Gestalt,210-allat,Gestalt
Gestalt-4,Gestalt,447-abraz,Gestalt
Gestalt-5,Gestalt,2542-figura,Gestalt
Gestalt-6,Gestalt,2691-forma,Gestalt
Gestalt-7,Gestalt,4579-keplet,Gestalt
Gestalt-8,Gestalt,4734-kep,Gestalt
Gestalt-9,Gestalt,8667-szemely,Gestalt
Gestalt-10,Gestalt,9196-termet,Gestalt
Gestalt-11,Gestalt,9987-vonal,Gestalt
unterrichten-1,unterrichten,18-abriktol,unterrichten
unterrichten-2,unterrichten,9017-tanacs,unterrichten
reif-1,reif,19-abroncs,reif
Kreis-1,Kreis,19-abroncs,Kreis
Kreis-2,Kreis,1276-cirkalom,Kreis
Kreis-3,Kreis,4469-karika,Kreis
Kreis-4,Kreis,4589-kerek,Kreis
Kreis-5,Kreis,4613-kerul,Kreis
Kreis-6,Kreis,4824-kor,Kreis
Kreis-7,Kreis,4824-kor,Kreis
Kreis-8,Kreis,5206-kog,Kreis
Kreis-9,Kreis,7081-perec,Kreis
Ring-1,Ring,19-abroncs,Ring
Ring-2,Ring,3258-gyuru,Ring
Ring-3,Ring,4469-karika,Ring
Ring-4,Ring,5206-kog,Ring
Ring-5,Ring,7081-perec,Ring
ReifenamSaumedesFrauenkleides-1,Reifen am Saume des Frauenkleides,19-abroncs,Reifen am Saume des Frauenkleides
Tischtuch-1,Tischtuch,20-abrosz,Tischtuch
Tischtuch-2,Tischtuch,5931-mappa,Tischtuch
Landkarte-1,Landkarte,20-abrosz,Landkarte
Landkarte-2,Landkarte,4113-kartya,Landkarte
Landkarte-3,Landkarte,4505-kartya,Landkarte
Landkarte-4,Landkarte,5931-mappa,Landkarte
Landkarte-5,Landkarte,9194-terkep,Landkarte
Decke-1,Decke,20-abrosz,Decke
Decke-2,Decke,674-berhe,Decke
Decke-3,Decke,1113-berhe,Decke
Decke-4,Decke,1466-cserge,Decke
Decke-5,Decke,1718-daroc,Decke
Decke-6,Decke,2430-fedel,Decke
Decke-7,Decke,5507-lazsnak,Decke
Decke-8,Decke,5571-lep,Decke
Decke-9,Decke,5579-lepedo,Decke
Decke-10,Decke,7317-pokroc,Decke
Decke-11,Decke,8979-takar,Decke
Decke-12,Decke,9189-terit,Decke
Decke-13,Decke,9189-terit,Decke
Bettlaken-1,Bettlaken,20-abrosz,Bettlaken
Bettlaken-2,Bettlaken,3157-gunya,Bettlaken
Absinth-1,Absinth,21-abszint,Absinth
befreit-1,befreit,22-abszolut,befreit
befreit-2,befreit,8492-szabados,befreit
freigesprochen-1,freigesprochen,22-abszolut,freigesprochen
absolut-1,absolut,22-abszolut,absolut
absolut-2,absolut,235-altal,absolut
absolut-3,absolut,9142-teljes,absolut
imKlabriasspieldasGewinnenderabsolutenMehrheitderStiche-1,〈im Klabriasspiel〉 das Gewinnen der absoluten Mehrheit der Stiche,22-abszolut,im Klabriasspiel das Gewinnen der absoluten Mehrheit der Stiche
Absolutismus-1,Absolutismus,23-abszolutizmus,Absolutismus
Beschaftigung-1,Beschäftigung,24-absztrakcio,Beschäftigung
Beschaftigung-2,Beschäftigung,2643-foglal,Beschäftigung
Beschaftigung-3,Beschäftigung,3613-hivatal,Beschäftigung
Beschaftigung-4,Beschäftigung,4595-kereskedik,Beschäftigung
Beschaftigung-5,Beschäftigung,9666-uzelem,Beschäftigung
Abstraktum-1,Abstraktum,24-absztrakcio,Abstraktum
Abstraktion-1,Abstraktion,24-absztrakcio,Abstraktion
abstrakt-1,abstrakt,25-absztrakt,abstrakt
abstrakt-2,abstrakt,2166-elvont,abstrakt
abstrakt-3,abstrakt,3804-idomos,abstrakt
sinnlos-1,sinnlos,26-abszurd,sinnlos
unmoglich-1,unmöglich,26-abszurd,unmöglich
unmoglich-2,unmöglich,9677-vad,unmöglich
Stahl-1,Stahl,27-acel,Stahl
Stahl-2,Stahl〉,1179-cementiroz,Stahl
Stahl-3,Stahl〉,1184-cementiroz,Stahl
Achat-1,Achat,28-achat,Achat
hart-1,hart,29-acintos,hart
hart-2,hart,4706-kemeny,hart
hart-3,hart,4706-kemeny,hart
hart-4,hart,5004-komor,hart
hart-5,hart,6137-merev,hart
hart-6,hart,8775-szilard,hart
hart-7,hart,8826-szivos,hart
hart-8,hart,10059-zok,hart
gestahlt-1,gestählt,29-acintos,gestählt
stahlern-1,stählern,29-acintos,
Zimmermann-1,Zimmermann,30-acs,Zimmermann
Libelle-1,Libelle,31-acsa,Libelle
Libelle-2,Libelle,8920-szunyog,Libelle
Zahnefletschen-1,Zähne fletschen,32-acsarkodik,Zähne fletschen
anfeinden-1,anfeinden,32-acsarkodik,anfeinden
anfeinden-2,anfeinden,2487-fenekedik,anfeinden
anfeinden-3,anfeinden,3546-hetvenkedik,anfeinden
intrigieren-1,intrigieren,32-acsarkodik,intrigieren
intrigieren-2,intrigieren,370-askal,intrigieren
intrigieren-3,intrigieren,3920-intrikal,intrigieren
zumZigeunermusikantenstill-1,〈zum Zigeunermusikanten:〉 still!,33-acsi,zum Zigeunermusikanten still
horauf-1,hör auf!,33-acsi,hör auf
hagydabbamegallj-1,hagyd abba! megállj!,33-acsi,hagyd abba megállj
marad-1,marad,33-acsi,
idozik-1,időzik,33-acsi,
lakik-1,lakik,33-acsi,
van-1,van,33-acsi,van
gierigwunschen-1,gierig wünschen,34-acsingozik,gierig wünschen
gierigwunschen-2,gierig wünschen,35-acsorog,gierig wünschen
gierigwunschen-3,gierig wünschen,2040-eger,gierig wünschen
gierigwunschen-4,gierig wünschen,3873-incselkedik,gierig wünschen
gaffen-1,gaffen,34-acsingozik,gaffen
gaffen-2,gaffen,35-acsorog,gaffen
gaffen-3,gaffen,250-amolyog,gaffen
grinsen-1,grinsen,35-acsorog,grinsen
grinsen-2,grinsen,9886-vicsog,grinsen
grinsen-3,grinsen,9887-viccsan,grinsen
grinsen-4,grinsen,9888-vicsorodik,grinsen
grinsen-5,grinsen,9901-vigyorog,grinsen
untatigherumstehen-1,untätig herumstehen,35-acsorog,untätig herumstehen
untatigherumstehen-2,untätig herumstehen,9627-ucsorog,untätig herumstehen
zukommenlassen-1,zukommen lassen,36-ad,zukommen lassen
zukommenlassen-2,zukommen lassen,3833-iktat,zukommen lassen
zukommenlassen-3,zukommen lassen,8099-sajnal,zukommen lassen
schenken-1,schenken,36-ad,schenken
geben-1,geben,36-ad,geben
geben-2,geben,4068-jog,geben
liefern-1,liefern,36-ad,liefern
liefern-2,liefern,3862-importal,liefern
lassen-1,lassen,36-ad,lassen
lassen-2,lassen,778-bocsat,lassen
lassen-3,lassen,1365-csap,lassen
lassen-4,lassen,2194-enged,lassen
lassen-5,lassen〉,4462-kardaleszaba,lassen
verkaufen-1,verkaufen,36-ad,verkaufen
verkaufen-2,verkaufen,361-aru,verkaufen
verkaufen-3,verkaufen,2154-elpasszol,verkaufen
verkaufen-4,verkaufen,3290-hagy,verkaufen
verkaufen-5,verkaufen,6128-mer,verkaufen
veroffentlichen-1,veröffentlichen,36-ad,veröffentlichen
veroffentlichen-2,veröffentlichen,4869-kozol,veröffentlichen
veroffentlichen-3,veröffentlichen,7512-publikal,veröffentlichen
Geben-1,Geben,36-ad,Geben
Beleg-1,Beleg,36-ad,Beleg
Angabe-1,Angabe,36-ad,Angabe
Angabe-2,Angabe,1724-datum,Angabe
Gesetzgeber-1,Gesetzgeber,36-ad,Gesetzgeber
Herausgeber-1,Herausgeber,36-ad,Herausgeber
alsTeileinesSchimpfw-1,〈als Teil eines Schimpfw〉,36-ad,als Teil eines Schimpfw
Tradition-1,Tradition,36-ad,Tradition
Tradition-2,Tradition,3290-hagy,Tradition
Beitrag-1,Beitrag,36-ad,Beitrag
Adamsapfel-1,Adamsapfel,37-adamcsutka,Adamsapfel
Adamsapfel-2,Adamsapfel,1844-dio,Adamsapfel
Adamsapfel-3,Adamsapfel,2968-gercsa,Adamsapfel
Adamsapfel-4,Adamsapfel,3166-gusa,Adamsapfel
Adamskostum-1,Adamskostüm,38-adamkosztum,
wuten-1,wüten,39-adazik,wüten
wuten-2,wüten,1973-dul,wüten
wuten-3,wüten,2487-fenekedik,wüten
wuten-4,wüten,3122-grasszal,wüten
wuten-5,wüten,7571-pusztit,wüten
wuten-6,wüten,9276-tobzodik,wüten
wutendmachen-1,wütend machen,39-adazik,wütend machen
sichsehnen-1,sich sehnen,39-adazik,sich sehnen
sichsehnen-2,sich sehnen,94-ajul,sich sehnen
sichsehnen-3,sich sehnen,128-ajul,sich sehnen
sichsehnen-4,sich sehnen,2037-eg,sich sehnen
sichsehnen-5,sich sehnen,2253-esd,sich sehnen
sichsehnen-6,sich sehnen,2256-esekedik,sich sehnen
sichsehnen-7,sich sehnen,8277-sohajt,sich sehnen
sichsehnen-8,sich sehnen,8309-sovarog,sich sehnen
herumirren-1,herumirren,39-adazik,herumirren
herumirren-2,herumirren,250-amolyog,herumirren
herumirren-3,herumirren,556-barangol,herumirren
herumirren-4,herumirren,812-boklal,herumirren
herumirren-5,herumirren,836-bolyong,herumirren
herumirren-6,herumirren,1398-csavarog,herumirren
herumirren-7,herumirren,4926-kodorog,herumirren
herumirren-8,herumirren,5191-kovalyog,herumirren
herumirren-9,herumirren,7803-revedezik,herumirren
Adjunkt-1,Adjunkt,40-adjunktus,Adjunkt
OberassistentakademischerodartzlicherRang-1,Oberassistent 〈akademischer od ärtzlicher Rang〉,40-adjunktus,Oberassistent akademischer od ärtzlicher Rang
herrichten-1,herrichten,41-adjusztal,herrichten
ausrusten-1,ausrüsten,41-adjusztal,ausrüsten
ausrusten-2,ausrüsten,4623-kesz,ausrüsten
ausrusten-3,ausrüsten,8365-stafiroz,ausrüsten
richtigstellen-1,richtigstellen,41-adjusztal,richtigstellen
richtigstellen-2,richtigstellen,5144-korrigal,richtigstellen
gefugigmachen-1,gefügig machen,41-adjusztal,gefügig machen
Adjutant-1,Adjutant,42-adjutans,Adjutant
Adjutant-2,Adjutant,4747-kihaja,Adjutant
Verwalter-1,Verwalter,43-adminisztrator,Verwalter
Verwalter-2,Verwalter,1884-dolog,Verwalter
Verwalter-3,Verwalter,2670-fonagy,Verwalter
Verwalter-4,Verwalter,2844-furmender,Verwalter
Verwalter-5,Verwalter,2933-gazda,Verwalter
Verwalter-6,Verwalter,5295-kulcsar,Verwalter
Verwalter-7,Verwalter,8088-safar,Verwalter
Ablieferer-1,Ablieferer,43-adminisztrator,
Sachbearbeiter-1,Sachbearbeiter,43-adminisztrator,Sachbearbeiter
Admiral-1,Admiral,44-admiralis,Admiral
Steuer-1,Steuer,45-ado,Steuer
Steuer-2,Steuer,5127-kormany,Steuer
Steuer-3,Steuer,7359-porcio,Steuer
Steuer-4,Steuer,8142-sarcol,Steuer
Steuer-5,Steuer,8366-stajer,Steuer
Abgabe-1,Abgabe,45-ado,Abgabe
Abgabe-2,Abgabe,7359-porcio,Abgabe
Schuldner-1,Schuldner,45-ado,Schuldner
Schuldner-2,Schuldner,3604-hitel,Schuldner
Anekdote-1,Anekdote,46-adoma,Anekdote
Anekdote-2,Anekdote,261-anekdota,Anekdote
adoptieren-1,adoptieren,47-adoptal,adoptieren
adoptieren-2,adoptieren,2635-fogad,adoptieren
annehmen-1,annehmen,47-adoptal,annehmen
annehmen-2,annehmen,135-akceptal,annehmen
annehmen-3,annehmen,2635-fogad,annehmen
genehmigen-1,genehmigen,47-adoptal,genehmigen
genehmigen-2,genehmigen,3290-hagy,genehmigen
adressieren-1,adressieren,48-adressziroz,adressieren
Trumpf-1,Trumpf,49-adu,Trumpf
FastenvoreinemFest-1,Fasten vor einem Fest,50-advent,Fasten vor einem Fest
Advent-1,Advent,50-advent,Advent
heucheln-1,heucheln,51-affektal,heucheln
heucheln-2,heucheln,3457-hazudik,heucheln
heucheln-3,heucheln,8793-szin,heucheln
heucheln-4,heucheln,9224-tettet,heucheln
nachahmen-1,nachahmen,51-affektal,nachahmen
nachahmen-2,nachahmen,5088-kopiroz,nachahmen
nachahmen-3,nachahmen,5847-masol,nachahmen
nachahmen-4,nachahmen,8790-szimulal,nachahmen
sichanetwergotzen-1,sich an etw ergötzen,51-affektal,sich an etw ergötzen
affektieren-1,affektieren,51-affektal,
Affare-1,Affäre,52-affer,Affäre
Ehrenaffare-1,Ehrenaffäre,52-affer,
Duell-1,Duell,52-affer,Duell
Duell-2,Duell,1965-duellum,Duell
Duell-3,Duell,3740-huncut,Duell
Stechapfel-1,Stechapfel,53-afium,Stechapfel
Stechapfel-2,Stechapfel,5854-maszlag,Stechapfel
Opium-1,Opium,53-afium,Opium
Heidelbeerestrauch-1,Heidelbeerestrauch,54-afonya,
Heidelbeere-1,Heidelbeere,54-afonya,Heidelbeere
Heidelbeere-2,Heidelbeere,1463-cseresznye,Heidelbeere
Heidelbeere-3,Heidelbeere,4941-kokojsza,Heidelbeere
SeegrasalsPolstermittel-1,Seegras als Polstermittel,55-afrik,Seegras als Polstermittel
Fluarm-1,Flußarm,56-ag,
Fluarm-2,Flußarm,3347-halvany,
Ast-1,Ast,56-ag,Ast
Ast-2,Ast,792-bog,Ast
Ast-3,Ast,2533-fiatal,Ast
Sippe-1,Sippe,56-ag,Sippe
Sippe-2,Sippe,62-agbog,Sippe
Sippe-3,Sippe,3282-had,Sippe
Sippe-4,Sippe,6393-nem,Sippe
Sippe-5,Sippe,6404-nemz,Sippe
Sippe-6,Sippe,6521-nyom,Sippe
Sippe-7,Sippe,9412-torzsok,Sippe
Parentel-1,Parentel,56-ag,
herausragenderTeilvonetw-1,herausragender Teil von etw,56-ag,herausragender Teil von etw
Arm-1,Arm,56-ag,Arm
Arm-2,Arm,4431-kar,Arm
TeileinerBegriffsklasse-1,Teil einer Begriffsklasse,56-ag,Teil einer Begriffsklasse
abzweigen-1,abzweigen,56-ag,abzweigen
AgaehemaligerturkischerOffiziersrang-1,Aga 〈ehemaliger türkischer Offiziersrang〉,57-aga,Aga ehemaliger türkischer Offiziersrang
prozessieren-1,prozessieren,58-agal,prozessieren
auffuhren-1,aufführen,58-agal,aufführen
eineRolledarstellen-1,〈eine Rolle〉 darstellen,58-agal,eine Rolle darstellen
eineSacheerledigen-1,〈eine Sache〉 erledigen,58-agal,eine Sache erledigen
heftiggestikulierendreden-1,heftig gestikulierend reden,58-agal,heftig gestikulierend reden
Rechtspraxisausuben-1,Rechtspraxis ausüben,58-agal,Rechtspraxis ausüben
grotun-1,großtun,58-agal,
grotun-2,großtun,3723-hozong,
grotun-3,großtun,6346-nagy,
prahlen-1,prahlen,58-agal,prahlen
prahlen-2,prahlen,3376-hany,prahlen
prahlen-3,prahlen,3494-henceg,prahlen
prahlen-4,prahlen,3546-hetvenkedik,prahlen
prahlen-5,prahlen,3612-hivalkodik,prahlen
prahlen-6,prahlen,4607-kerkedik,prahlen
Hirschgeweih-1,Hirschgeweih,59-agancs,Hirschgeweih
hakenformigesWerkzeug-1,hakenförmiges Werkzeug,59-agancs,hakenförmiges Werkzeug
Hirschtier-1,Hirschtier,59-agancs,
Windhund-1,Windhund,60-agar,Windhund
Windhund-2,Windhund,3697-hort,Windhund
magererMensch-1,magerer Mensch,60-agar,magerer Mensch
magererMensch-2,magerer Mensch,2972-gereblye,magerer Mensch
Windhundpfleger-1,Windhundpfleger,60-agar,
sichaufwartsbaumen-1,sich aufwärts bäumen,61-agaskodik,sich aufwärts bäumen
aufdenZehenspitzenstehen-1,auf den Zehenspitzen stehen,61-agaskodik,auf den Zehenspitzen stehen
indieHohestreben-1,in die Höhe streben,61-agaskodik,in die Höhe streben
Gezweige-1,Gezweige,62-agbog,
Gezweige-2,Gezweige,1457-csereklye,
Lode-1,Lode,62-agbog,Lode
Lode-2,Lode,1422-csemete,Lode
Wassertrieb-1,Wassertrieb,62-agbog,
Wassertrieb-2,Wassertrieb,2576-fiok,
Verwandtschaft-1,Verwandtschaft,62-agbog,Verwandtschaft
Verwandtschaft-2,Verwandtschaft,4865-kozel,Verwandtschaft
Verwandtschaft-3,Verwandtschaft,6404-nemz,Verwandtschaft
Verwandtschaft-4,Verwandtschaft,7895-rokon,Verwandtschaft
dasUmundAufeinerSache-1,das Um und Auf einer Sache,62-agbog,das Um und Auf einer Sache
Ritus-1,Ritus,63-agenda,Ritus
Ritus-2,Ritus,1193-ceremonia,Ritus
Ritus-3,Ritus,7859-ritus,Ritus
Ritual-1,Ritual,63-agenda,Ritual
Konfirmation-1,Konfirmation,63-agenda,Konfirmation
Vertreter-1,Vertreter,64-agens,Vertreter
Vertreter-2,Vertreter,4734-kep,Vertreter
Vertreter-3,Vertreter,8667-szemely,Vertreter
Geschaftsleiter-1,Geschäftsleiter,64-agens,Geschäftsleiter
alt-1,alt,65-agg,alt
alt-2,alt,66-aggastyan,alt
alt-3,alt,428-avas,alt
alt-4,alt,429-avas,alt
alt-5,alt,1144-canga,alt
alt-6,alt,6586-oreg,alt
alt-7,alt,6586-oreg,alt
alt-8,alt,6620-o,alt
alt-9,alt,6631-ocska,alt
alt-10,alt,6631-ocska,alt
alt-11,alt,6738-osdi,alt
alt-12,alt,7696-reg,alt
alt-13,alt,9813-ven,alt
alt-14,alt,9870-veteran,alt
bejahrt-1,bejahrt,65-agg,
bejahrt-2,bejahrt,66-aggastyan,
bejahrt-3,bejahrt,3805-ido,
bejahrt-4,bejahrt,6586-oreg,
hochbetagtPerson-1,hochbetagt 〈Person〉,65-agg,hochbetagt Person
schlau-1,schlau,65-agg,schlau
schlau-2,schlau,77-agyafurt,schlau
schlau-3,schlau,110-agyafurt,schlau
schlau-4,schlau,223-alnok,schlau
schlau-5,schlau,1634-csuf,schlau
schlau-6,schlau,2671-fonak,schlau
schlau-7,schlau,2799-furcsa,schlau
schlau-8,schlau,2800-furfang,schlau
schlau-9,schlau,2800-furfang,schlau
schlau-10,schlau,3740-huncut,schlau
schlau-11,schlau,7608-rafinalt,schlau
schlau-12,schlau,7662-ravasz,schlau
schlau-13,schlau,8268-sod,schlau
erfahren-1,erfahren,65-agg,erfahren
