ID,Description,Entry_ID,Spacy
Kurassier-3,Kürassier,9846-vert,
Panzerwagen-1,Panzerwagen,6826-pancel,Panzerwagen
Panzermann-1,Panzermann,6826-pancel,
ungeschickterMensch-1,ungeschickter Mensch,6827-pancser,ungeschickter Mensch
ungeschickterMensch-2,ungeschickter Mensch,8251-smafu,ungeschickter Mensch
Stumper-1,Stümper,6827-pancser,Stümper
verwassern-1,verwässern,6828-pancsol,verwässern
verfalschenWein-1,verfälschen 〈Wein,6828-pancsol,verfälschen Wein
Milchusw-1,Milch usw〉,6828-pancsol,Milch usw
pfuschen-1,pfuschen,6828-pancsol,pfuschen
namachen-1,naßmachen,6828-pancsol,
ArtturkischerInfanterist-1,Art türkischer Infanterist,6829-pandur,Art türkischer Infanterist
bewaffneterVerfolgerderungarischenKomitate-1,bewaffneter Verfolger der ungarischen Komi-tate,6829-pandur,bewaffneter Verfolger der ungarischen Komitate
kroatischerodserbischerSoldat-1,kroatischer od serbischer Soldat,6829-pandur,kroatischer od serbischer Soldat
StadtodKomitatsdienerinUngarn-1,Stadt- od Komitatsdiener in Ungarn,6829-pandur,Stadt od Komitatsdiener in Ungarn
vertieftesFeldderTafelung-1,vertieftes Feld der Täfelung,6830-panel,vertieftes Feld der Täfelung
vorgefertigeBauplatte-1,vorgefertige Bauplatte,6830-panel,vorgefertige Bauplatte
Schalttafelfeld-1,Schalttafelfeld,6830-panel,
zusammentrocknen-1,zusammentrocknen,6831-pang,
angehenSpeise-1,angehen 〈Speise〉,6831-pang,angehen Speise
Panik-1,Panik,6833-panik,Panik
panieren-1,panieren,6834-paniroz,panieren
Pannonier-1,Pannonier,6835-pannon,
pannonisch-1,pannonisch,6835-pannon,
Rundbild-1,Rundbild,6836-panorama,
Rundgemalde-1,Rundgemälde,6836-panorama,
Rundblik-1,Rundblik,6836-panorama,
BilderschaubudeaufJahrmarkten-1,Bilderschaubude auf Jahrmärkten,6836-panorama,Bilderschaubude auf Jahrmärkten
BandalsschmalerStreifen-1,Band 〈als schmaler Streifen〉,6837-pant,Band als schmaler Streifen
Verband-1,Verband,6837-pant,Verband
BandanKleidungsstukken-1,Band 〈an Kleidungsstük-ken〉,6837-pant,Band an Kleidungsstükken
MantelkranzbeimMilitar-1,Mantelkranz 〈beim Militär〉,6838-pantaller,Mantelkranz beim Militär
Pantalons-1,Pantalons,6839-pantallo,
BandalsZierde-1,Band 〈als Zierde,6840-pantli,Band als Zierde
meistensanKleidungsstucken-1,meistens an Kleidungsstücken〉,6840-pantli,meistens an Kleidungsstücken
ArtSlipperhauptsvonFrauen-1,Art Slipper 〈haupts von Frauen〉,6841-pantofely,Art Slipper haupts von Frauen
sichbeunruhigen-1,sich beunruhigen,6842-pantolodik,sich beunruhigen
sichbeunruhigen-2,sich beunruhigen,9916-villong,sich beunruhigen
Gebardenschauspiel-1,Gebärdenschauspiel,6843-pantomim,
Pantomimendarsteller-1,Pantomimendarsteller,6843-pantomim,
HullblattervomMais-1,Hüllblätter vom Mais,6844-panusa,Hüllblätter vom Mais
Jahresrente-1,Jahresrente,6845-panzio,Jahresrente
Ruhegehalt-1,Ruhegehalt,6845-panzio,Ruhegehalt
Fremdenheim-1,Fremdenheim,6845-panzio,
umgehangtes-1,umgehängtes,6846-panyoka,
nurumdieSchulterngeworfenesKleidungsstuck-1,nur um die Schultern geworfenes Kleidungsstück,6846-panyoka,nur um die Schultern geworfenes Kleidungsstück
Hauskleid-1,Hauskleid,6846-panyoka,
Hauskleid-2,Hauskleid,8237-slafrok,
umgehangt-1,umgehängt,6846-panyoka,umgehängt
nurumdieSchulterngeworfen-1,nur um die Schultern geworfen,6846-panyoka,nur um die Schultern geworfen
Halfterleine-1,Halfterleine,6847-panyva,
SeilzumAnbindenvonTieren-1,Seil zum Anbinden von Tieren,6847-panyva,Seil zum Anbinden von Tieren
GruwortbesondersbeimAbschied-1,Grußwort 〈besonders beim Abschied〉,6848-pa,Grußwort besonders beim Abschied
inderGaunerspracheMann-1,〈in der Gaunersprache:〉 Mann,6850-pacak,in der Gaunersprache Mann
Kaldaune-1,Kaldaune,6851-pacal,
Kuttelfleck-1,Kuttelfleck,6851-pacal,
ArtNudeln-1,Art Nudeln,6851-pacal,Art Nudeln
formloses-1,formloses,6851-pacal,formloses
unerkennbaresDing-1,unerkennbares Ding,6851-pacal,unerkennbares Ding
Pferdchen-1,Pferdchen,6852-paci,Pferdchen
dasLockruffurPferdoderFullen-1,das Lockruf für Pferd oder Füllen,6852-paci,das Lockruf für Pferd oder Füllen
Patient-1,Patient,6853-paciens,Patient
geringschatzig-1,geringschätzig,6854-packa,geringschätzig
Klecks-1,Klecks,6855-pacni,Klecks
Fleck-1,Fleck,6855-pacni,Fleck
Mobelstuckebeizen-1,〈Möbelstücke〉beizen,6856-pacol,
pokeln-1,pökeln,6856-pacol,
beizen-1,beizen,6856-pacol,beizen
lohen-1,lohen,6856-pacol,
Saagutdesinfizieren-1,〈Saagut〉desinfizieren,6856-pacol,
fulleszt-1,fülleszt,6856-pacol,
SchlagindieHandalsBegruung-1,Schlag in die Hand〈als Begrüßung〉,6858-pacsi,Schlag in die Handals Begrüßung
Lerche-1,Lerche,6859-pacsirta,Lerche
abgetragener-1,abgetragener,6860-pacsmag,
schlechterSchuh-1,schlechter Schuh,6860-pacsmag,schlechter Schuh
Filzschuh-1,Filzschuh,6862-pacsni,
RanddesLendenstucks-1,Rand des Lendenstücks,6862-pacsni,Rand des Lendenstücks
Artlangliches-1,Art längliches,6862-pacsni,Art längliches
flachesGeback-1,flaches Gebäck,6862-pacsni,flaches Gebäck
PatsulialsRiechmittel-1,Patsuli〈als Riechmittel〉,6863-pacsuli,
PatsulialsPflanze-1,Patsuli 〈als Pflanze〉,6863-pacsuli,Patsuli als Pflanze
flacherRuckeneinesHugels-1,flacher Rücken eines Hügels,6864-pad,flacher Rücken eines Hügels
BankalsSitzmobel-1,Bank als Sitzmöbel,6864-pad,Bank als Sitzmöbel
ArbeitsgeratinFormeinesTisches-1,Arbeitsgerät in Form eines Tisches,6864-pad,Arbeitsgerät in Form eines Tisches
dieauchalsSitzmobelbenutztwird-1,die auch als Sitzmöbel benutzt wird,6864-pad,die auch als Sitzmöbel benutzt wird
Gesteinsschicht-1,Gesteinsschicht,6864-pad,Gesteinsschicht
dielen-1,dielen,6864-pad,dielen
Padischah-1,Padischah,6866-padisah,
Zimmerdecke-1,Zimmerdecke,6867-padlas,Zimmerdecke
Zimmerdecke-2,Zimmerdecke,6869-padmaly,Zimmerdecke
Zimmerdecke-3,Zimmerdecke,7261-plafon,Zimmerdecke
Tribune-1,Tribüne,6867-padlas,Tribüne
Eierfrucht-1,Eierfrucht,6868-padlizsan,
Eierfrucht-2,Eierfrucht,6911-paradicsom,
ausgehohltesUfer-1,ausgehöhltes Ufer,6869-padmaly,ausgehöhltes Ufer
Auskolkung-1,Auskolkung,6869-padmaly,
Auskolkung-2,Auskolkung,7368-porond,
SteilufereinesFlusses-1,Steilufer eines Flusses,6869-padmaly,Steilufer eines Flusses
steileGrabenseite-1,steile Grabenseite,6869-padmaly,steile Grabenseite
SeitenhohlungNischehauptsinGrabern-1,Seitenhöhlung. Nische 〈haupts in Gräbern〉,6869-padmaly,Seitenhöhlung Nische haupts in Gräbern
NaslingArtKarpfenfisch-1,Näsling 〈Art Karpfenfisch〉,6870-paduc,Näsling Art Karpfenfisch
zumAusdruckderUberraschung-1,〈zum Ausdruck der Überraschung,6871-paff,zum Ausdruck der Überraschung
zumAusdruckderUberraschung-2,〈zum Ausdruck der Überraschung〉,9207-tessek,zum Ausdruck der Überraschung
derVerdutztheit-1,der Verdutztheit〉,6871-paff,der Verdutztheit
verblufft-1,verblüfft,6871-paff,verblüfft
verblufft-2,verblüfft,7737-remul,verblüfft
verdutztalsPrad-1,verdutzt 〈als Präd〉,6871-paff,verdutzt als Präd
zurBenennungverschTupfelfarngewachse-1,〈zur Benennung versch Tüpfelfarngewächse〉,6872-pafrany,zur Benennung versch Tüpfelfarngewächse
PagatimTarockspiel-1,Pagat 〈im Tarockspiel〉,6873-pagat,Pagat im Tarockspiel
BajazzofiguraufderPagatkarte-1,Bajazzofigur auf der Pagatkarte,6873-pagat,Bajazzofigur auf der Pagatkarte
PagodeTempel-1,Pagode 〈Tempel〉,6874-pagoda,Pagode Tempel
indisches-1,〈indisches,6874-pagoda,indisches
chinesischesuswGotzenbild-1,chinesisches usw〉 Götzenbild,6874-pagoda,chinesisches usw Götzenbild
ArtGartenhauschen-1,Art Gartenhäuschen,6874-pagoda,Art Gartenhäuschen
Wahlbezirk-1,Wahlbezirk,6875-pagony,Wahlbezirk
vonJagernundTreibernumstelltesGebiet-1,von Jägern und Treibern umstelltes Gebiet,6875-pagony,von Jägern und Treibern umstelltes Gebiet
jungerForst-1,junger Forst,6875-pagony,junger Forst
Hegewald-1,Hegewald,6875-pagony,Hegewald
paffen-1,paffen,6876-pahog,
paffen-2,paffen,7388-poszog,
Lagerraum-1,Lagerraum,6877-paholy,Lagerraum
Lagerraum-2,Lagerraum,9048-tar,Lagerraum
Loge-1,Loge,6877-paholy,Loge
Peies-1,Peies,6878-pajesz,
PersonvonlockeremLebenswandel-1,Person von lockerem Lebenswandel,6879-pajkos,Person von lockerem Lebenswandel
Unfugtreibend-1,Unfug treibend,6879-pajkos,Unfug treibend
unsittlich-1,unsittlich,6879-pajkos,unsittlich
schlupfrig-1,schlüpfrig,6879-pajkos,schlüpfrig
schlupfrig-2,schlüpfrig,7148-pikans,schlüpfrig
schlupfrig-3,schlüpfrig,7372-poroszka,schlüpfrig
schlupfrig-4,schlüpfrig,8169-sik,schlüpfrig
schlupfrig-5,schlüpfrig,8170-sikamlos,schlüpfrig
schlupfrig-6,schlüpfrig,8171-sikar,schlüpfrig
schlupfrig-7,schlüpfrig,8189-sima,schlüpfrig
mitstolzerHaltunggehend-1,mit stolzer Haltung gehend,6879-pajkos,mit stolzer Haltung gehend
Nacktschnecke-1,Nacktschnecke,6880-pajor,Nacktschnecke
kleinesHausimWeingarten-1,kleines Haus im Weingarten,6881-pajta,kleines Haus im Weingarten
Kelterhaus-1,Kelterhaus,6881-pajta,Kelterhaus
Kelterhaus-2,Kelterhaus,9030-tanya,Kelterhaus
kamerad-1,kamerad,6882-pajtas,
MitgliedderPionerorganisationoftalsAnrede-1,Mitglied der Pionerorganisation 〈oft als Anrede〉,6882-pajtas,Mitglied der Pionerorganisation oft als Anrede
Galeerensklave-1,Galeerensklave,6883-pajzan,
beimWagenfreilaufendPferd-1,beim Wagen frei laufend 〈Pferd〉,6883-pajzan,beim Wagen frei laufend Pferd
unabgerichtet-1,unabgerichtet,6883-pajzan,
nichtzugeritten-1,nicht zugeritten,6883-pajzan,nicht zugeritten
pikant-1,pikant,6883-pajzan,pikant
SchildSchutzwaffe-1,Schild 〈Schutzwaffe〉,6884-pajzs,Schild Schutzwaffe
SchildSchutzwaffe-2,Schild 〈Schutzwaffe〉,9846-vert,Schild Schutzwaffe
harteSchutzhullemancherTiere-1,harte Schutzhülle mancher Tiere,6884-pajzs,harte Schutzhülle mancher Tiere
DeckelausHartholzimKelterkasten-1,Deckel aus Hartholz 〈im Kelterkasten〉,6885-pap,Deckel aus Hartholz im Kelterkasten
PflockelalsBestandteilderKelter-1,Pflöckel 〈als Bestandteil der Kelter〉,6885-pap,Pflöckel als Bestandteil der Kelter
dieobersteGarbederMandel-1,die oberste  Garbe der Mandel,6885-pap,die oberste Garbe der Mandel
einBundelStrohaufdemDachodaufdemSchober-1,ein Bündel Stroh auf dem Dach od auf dem Schober,6885-pap,ein Bündel Stroh auf dem Dach od auf dem Schober
aufdemFeimen-1,auf dem Feimen,6885-pap,auf dem Feimen
PriesterderWahrheit-1,Priester der Wahrheit,6885-pap,Priester der Wahrheit
derKunste-1,der Künste,6885-pap,der Künste
derWissenschaftusw-1,der Wissenschaft usw,6885-pap,der Wissenschaft usw
alterMannauchspottisch-1,alter Mann 〈auch spöttisch〉,6886-papa,alter Mann auch spöttisch
Papst-1,Papst,6887-papa,Papst
katolisch-1,katolisch,6887-papa,
Brille-1,Brille,6889-papaszem,Brille
Brille-2,Brille,8688-szemuveg,Brille
SpeiseinderKinderspr-1,Speise 〈in der Kinderspr〉,6890-papi,Speise in der Kinderspr
Schriftstuck-1,Schriftstück,6891-papir,Schriftstück
Schriftstuck-2,Schriftstück,6893-papiros,Schriftstück
Ausweis-1,Ausweis,6891-papir,Ausweis
Ausweis-2,Ausweis,6893-papiros,Ausweis
Ausweis-3,Ausweis,8959-tablo,Ausweis
Papiermache-1,Papiermaché,6892-papirmase,Papiermaché
AnhangerdesPapsttumsmeistenspejor-1,Anhänger des Papsttums 〈meistens pejor〉,6894-papista,Anhänger des Papsttums meistens pejor
dasPapsttumbetreffendmeistenspejor-1,das Papsttum betreffend 〈meistens pejor〉,6894-papista,das Papsttum betreffend meistens pejor
Steppdecke-1,Steppdecke,6895-paplan,Steppdecke
Polster-1,Polster,6895-paplan,Polster
Polster-2,Polster,6943-parna,Polster
Pappdeckel-1,Pappdeckel,6896-papondekli,
alsBenennungverschPflanzenmitBeerenfrucht-1,〈als Benennung versch Pflanzen mit Beerenfrucht〉,6897-paponya,als Benennung versch Pflanzen mit Beerenfrucht
Pfaffenfeind-1,Pfaffenfeind,6898-papramorgo,
ArtFleischgerichtmitPaprika-1,Art Fleischgericht mit Paprika,6899-paprika,Art Fleischgericht mit Paprika
mitPaprikawurzen-1,mit Paprika würzen,6899-paprika,mit Paprika würzen
aufstacheln-1,aufstacheln,6899-paprika,aufstacheln
Hanswurst-1,Hanswurst,6900-paprikajancsi,Hanswurst
Hanswurst-2,Hanswurst,7310-pojaca,Hanswurst
sichauffallendkleidendePerson-1,sich auffallend kleidende Person,6900-paprikajancsi,sich auffallend kleidende Person
Papua-1,Papua,6901-papua,Papua
papuanisch-1,papuanisch,6901-papua,
pantoffelformigePflanzeodeinsolchesTier-1,pantoffelförmige Pflanze od ein solches Tier,6902-papucs,pantoffelförmige Pflanze od ein solches Tier
Schurzenregiment-1,Schürzenregiment,6902-papucs,
Pantoffelheld-1,Pantoffelheld,6902-papucs,
Hemmschuh-1,Hemmschuh,6902-papucs,Hemmschuh
Paar-1,Paar,6903-par,Paar
Gegenstuck-1,Gegenstück,6903-par,Gegenstück
Gegenstuck-2,Gegenstück,9074-tars,Gegenstück
derdiedasanderederbeiden-1,der/die/das andere der beiden,6903-par,der/die/das andere der beiden
SachevongleichemWert-1,Sache von gleichem Wert,6903-par,Sache von gleichem Wert
seinesgleichen-1,seinesgleichen,6903-par,seinesgleichen
einpaar-1,ein paar,6903-par,ein paar
geradeZahl-1,gerade 〈Zahl〉,6903-par,gerade Zahl
DoppelSport-1,Doppel 〈Sport〉,6903-par,Doppel Sport
unvergleichbar-1,unvergleichbar,6903-par,unvergleichbar
ungeradeZahl-1,ungerade 〈Zahl〉,6903-par,ungerade Zahl
turkischeScheidemunze-1,türkische Scheidemünze,6904-para,türkische Scheidemünze
minderwertigesDing-1,minderwertiges Ding,6904-para,minderwertiges Ding
leichtesHolzstuckamRandedesFischernetzes-1,leichtes Holzstück am Rande des Fischernetzes,6905-para,leichtes Holzstück am Rande des Fischernetzes
umesvordemVersinkenzubewahren-1,um es vor dem Versinken zu bewahren,6905-para,um es vor dem Versinken zu bewahren
Kork-1,Kork,6905-para,Kork
Kork-2,Kork,6912-parafa,Kork
Lufttrubung-1,Lufttrübung,6906-para,
Tierseele-1,Tierseele,6906-para,
ParabelGeom-1,Parabel 〈Geom〉,6907-parabola,Parabel Geom
Truppenschau-1,Truppenschau,6909-parade,
VorbeimarschmilitarischerVerbande-1,Vorbeimarsch militärischer Verbände,6909-parade,Vorbeimarsch militärischer Verbände
Geprange-1,Gepränge,6909-parade,Gepränge
sehenswurdige-1,sehenswürdige,6909-parade,
prunkvolleFeier-1,prunkvolle Feier,6909-parade,prunkvolle Feier
prunkvolleAufmachung-1,prunkvolle Aufmachung,6909-parade,prunkvolle Aufmachung
Paradeuniform-1,Paradeuniform,6909-parade,
VerkurzenderGangart-1,Verkürzen der Gangart,6909-parade,Verkürzen der Gangart
AnhaltendesReitpferdes-1,Anhalten des Reitpferdes,6909-parade,Anhalten des Reitpferdes
wobeiessichaufdieHinterbeinestellt-1,wobei es sich auf die Hinterbeine stellt,6909-parade,wobei es sich auf die Hinterbeine stellt
Vorbereitung-1,Vorbereitung,6909-parade,Vorbereitung
Muhe-1,Mühe,6909-parade,Mühe
Aufsehen-1,Aufsehen,6909-parade,Aufsehen
Aufsehen-2,Aufsehen,8706-szenzacio,Aufsehen
Zirkusabstr-1,Zirkus 〈abstr〉,6909-parade,Zirkus abstr
GartenEden-1,Garten Eden,6910-paradicsom,Garten Eden
Paradiesabstr-1,Paradies 〈abstr〉,6910-paradicsom,Paradies abstr
TomateFrucht-1,Tomate 〈Frucht〉,6911-paradicsom,Tomate Frucht
TomateFrucht-2,Tomate 〈Frucht〉,6911-paradicsom,Tomate Frucht
TomateGewachs-1,Tomate 〈Gewächs〉,6911-paradicsom,Tomate Gewächs
Korkeiche-1,Korkeiche,6912-parafa,Korkeiche
ParagraphbezeichneterTextabschnitt-1,Paragraph 〈bezeichneter Textabschnitt,6913-paragrafus,Paragraph bezeichneter Textabschnitt
artikel-1,artikel〉,6913-paragrafus,artikel
Paragraphzeichen-1,Paragraphzeichen,6913-paragrafus,
besprengen-1,besprengen,6914-parahol,
besprengen-2,besprengen,7093-permetez,
esspruht-1,es sprüht,6914-parahol,es sprüht
esrieselt-1,es rieselt,6914-parahol,es rieselt
Porree-1,Porree,6915-paraj,Porree
Porree-2,Porree,6929-parhagyma,Porree
Porree-3,Porree,7363-pore,Porree
ebarePflanze-1,eßbare Pflanze,6915-paraj,eßbare Pflanze
hauptsSpinat-1,haupts Spinat,6915-paraj,haupts Spinat
zurBenennungverschUnkrautpflanzen-1,〈zur Benennung versch Unkrautpflanzen〉,6915-paraj,zur Benennung versch Unkrautpflanzen
roteBete-1,rote Bete,6915-paraj,rote Bete
Rasenplatz-1,Rasenplatz,6915-paraj,Rasenplatz
gebieten-1,gebieten,6916-parancsol,gebieten
Befehlsgewaltausuben-1,Befehlsgewalt ausüben,6916-parancsol,Befehlsgewalt ausüben
WunscheauernalsHoflichkeitsformel-1,Wünsche äußern 〈als Höflichkeitsformel〉,6916-parancsol,Wünsche äußern als Höflichkeitsformel
GebieterauchalsAnredefurChristus-1,Gebieter 〈auch als Anrede für Christus〉,6916-parancsol,Gebieter auch als Anrede für Christus
augenblicklich-1,augenblicklich,6917-paranyi,augenblicklich
sehrWenigesDing-1,sehr Weniges 〈Ding,6917-paranyi,sehr Weniges Ding
Zeitusw-1,Zeit usw〉,6917-paranyi,Zeit usw
LiebstebesalsAnrede-1,Liebste 〈bes als Anrede〉,6917-paranyi,Liebste bes als Anrede
rechtschaffen-1,rechtschaffen,6919-paraszt,rechtschaffen
nichtkirchlichodgeistlich-1,nicht kirchlich od geistlich,6919-paraszt,nicht kirchlich od geistlich
schlicht-1,schlicht,6919-paraszt,schlicht
schlicht-2,schlicht,8730-szereny,schlicht
schlicht-3,schlicht,8789-szimpla,schlicht
schlicht-4,schlicht,8847-szolid,schlicht
unverziertKleidungsstuck-1,unverziert 〈Kleidungsstück,6919-paraszt,unverziert Kleidungsstück
Mobelusw-1,Möbel usw〉,6919-paraszt,Möbel usw
zumBauernstandgehorig-1,zum Bauernstand gehörig,6919-paraszt,zum Bauernstand gehörig
ungelernt-1,ungelernt,6919-paraszt,ungelernt
einfachBlute-1,einfach 〈Blüte〉,6919-paraszt,einfach Blüte
einfachBlute-2,einfach 〈Blüte〉,6966-paszkonca,einfach Blüte
einfachBlute-3,einfach 〈Blüte〉,8789-szimpla,einfach Blüte
zahm-1,zahm,6919-paraszt,zahm
magerFleisch-1,mager 〈Fleisch〉,6919-paraszt,mager Fleisch
Landmann-1,Landmann,6919-paraszt,Landmann
Landmann-2,Landmann,7354-por,Landmann
Grobian-1,Grobian,6919-paraszt,Grobian
Laie-1,Laie,6919-paraszt,Laie
Brachland-1,Brachland,6919-paraszt,Brachland
zumBauernstandgehorigePerson-1,zum Bauernstand gehörige Person,6919-paraszt,zum Bauernstand gehörige Person
BauerSchachfigur-1,Bauer〈Schachfigur〉,6919-paraszt,
unbearbeitetgelassenerTeilvonetw-1,unbearbeitet gelassener Teil von etw,6919-paraszt,unbearbeitet gelassener Teil von etw
unbearbeitetgelassenerTeilvonetw-2,unbearbeitet gelassener Teil von etw,6940-parlag,unbearbeitet gelassener Teil von etw
SchmarotzerPerson-1,Schmarotzer 〈Person〉,6920-parazita,Schmarotzer Person
SchmarotzerBot-1,Schmarotzer 〈Bot,6920-parazita,Schmarotzer Bot
Zool-1,Zool〉,6920-parazita,Zool
ehebrecherisch-1,ehebrecherisch,6921-parazna,
Hurerei-1,Hurerei,6921-parazna,Hurerei
Hurerei-2,Hurerei,7991-rut,Hurerei
GeldohneGeldbeutel-1,Geld ohne Geldbeutel,6923-parazs,Geld ohne Geldbeutel
gluhendauchabstr-1,glühend 〈auch abstr〉,6923-parazs,glühend auch abstr
murbe-1,mürbe,6923-parazs,mürbe
murbe-2,mürbe,7366-porhanyo,mürbe
barGeld-1,bar 〈Geld〉,6923-parazs,bar Geld
halbgar-1,halbgar,6923-parazs,halbgar
Teilchen-1,Teilchen,6924-parcella,Teilchen
Teilchen-2,Teilchen,7078-perc,Teilchen
Teilchen-3,Teilchen,7356-porc,Teilchen
Teilchen-4,Teilchen,8509-szak,Teilchen
Parzelle-1,Parzelle,6924-parcella,Parzelle
Panther-1,Panther,6926-parduc,Panther
Pantherfell-1,Pantherfell,6926-parduc,
ArtSpeiseeis-1,Art Speiseeis,6927-parfe,Art Speiseeis
Parfait-1,Parfait,6927-parfe,Parfait
parfumieren-1,parfümieren,6928-parfumiroz,parfümieren
kastenloserInder-1,kastenloser Inder,6930-paria,kastenloser Inder
Entrechtete-1,Entrechtete,6930-paria,
Reitpferd-1,Reitpferd,6931-paripa,Reitpferd
verschnittenesPferd-1,verschnittenes Pferd,6931-paripa,verschnittenes Pferd
unbedingtgehorchen-1,unbedingt gehorchen,6933-pariroz,unbedingt gehorchen
SchleuderWurfgerat-1,Schleuder 〈Wurfgerät〉,6934-parittya,Schleuder Wurfgerät
ZiehschleuderKinderspielzeug-1,Ziehschleuder 〈Kinderspielzeug〉,6934-parittya,Ziehschleuder Kinderspielzeug
PersonmiteinerSchleuder-1,Person mit einer Schleuder,6934-parittya,Person mit einer Schleuder
Gartenanlage-1,Gartenanlage,6936-park,Gartenanlage
GesamtbestandbzwSammellagervonFahrzeugenMaschinen-1,Gesamtbestand bzw Sammellager von Fahrzeugen. Maschinen,6936-park,Gesamtbestand bzw Sammellager von Fahrzeugen Maschinen
Kriegsvorrichtungenusw-1,Kriegsvorrichtungen usw,6936-park,Kriegsvorrichtungen usw
Schutzmauer-1,Schutzmauer,6937-parkany,Schutzmauer
Schanze-1,Schanze,6937-parkany,Schanze
Schanze-2,Schanze,8127-sanc,Schanze
Schanze-3,Schanze,9024-tanorok,Schanze
Gesims-1,Gesims,6937-parkany,Gesims
ausWolleundZiegenhaargewebterStoff-1,aus Wolle und Ziegenhaar gewebter Stoff,6938-parkany,aus Wolle und Ziegenhaar gewebter Stoff
Fubodentafelung-1,Fußbodentäfelung,6939-parketta,
brachliegendesNutzland-1,brachliegendes Nutzland,6940-parlag,brachliegendes Nutzland
Brachfeld-1,Brachfeld,6940-parlag,
Brachfeld-2,Brachfeld,9566-ugar,
Parlament-1,Parlament,6941-parlament,Parlament
obersterGerichtshofinParis-1,oberster Gerichtshof 〈in Paris〉,6941-parlament,oberster Gerichtshof in Paris
Parlamentsgebaude-1,Parlamentsgebäude,6941-parlament,Parlamentsgebäude
Parmesankase-1,Parmesankäse,6942-parmezan,Parmesankäse
Lotterbett-1,Lotterbett,6943-parna,
Achsschemel-1,Achsschemel,6943-parna,
Achsschemel-2,Achsschemel,9739-vankos,
satirischliterarischeStilnachahmung-1,satirischliterarische Stilnachahmung,6944-parodia,
spottischeNachahmung-1,spöttische Nachahmung,6944-parodia,spöttische Nachahmung
Perucke-1,Perücke,6945-paroka,Perücke
Dunkelmann-1,Dunkelmann,6945-paroka,
ruckstandigePerson-1,rückständige Person,6945-paroka,rückständige Person
Pfarrhaus-1,Pfarrhaus,6946-parokia,Pfarrhaus
Pfarrgemeinde-1,Pfarrgemeinde,6946-parokia,Pfarrgemeinde
Pfarrgemeinde-2,Pfarrgemeinde,7273-plebania,Pfarrgemeinde
Kirche-1,Kirche,6946-parokia,Kirche
Kirche-2,Kirche,9150-templom,Kirche
mitDunstumschlagbehandeln-1,mit Dunstumschlag behandeln,6947-parol,mit Dunstumschlag behandeln
dampfen-1,dämpfen,6947-parol,dämpfen
UmschlagalsHeilmittel-1,Umschlag 〈als Heilmittel〉,6947-parol,Umschlag als Heilmittel
Destillat-1,Destillat,6947-parol,Destillat
Hanchlag-1,Hanchlag,6948-parola,
VerdoppelungdeserstenEinsatzesbeimPharaospiel-1,Verdoppelung des ersten Einsatzes beim Pharaospiel,6949-paroli,Verdoppelung des ersten Einsatzes beim Pharaospiel
Kragenspiegel-1,Kragenspiegel,6949-paroli,Kragenspiegel
Hafen-1,Hafen,6950-part,Hafen
Hafen-2,Hafen,7793-rev,Hafen
apalyaoldalvonala-1,a pálya oldalvonala,6950-part,a pálya oldalvonala
Parteisucht-1,Parteisucht,6951-part,
Emporung-1,Empörung,6951-part,Empörung
GesamtheitvonGleichgesinnten-1,Gesamtheit von Gleichgesinnten,6951-part,Gesamtheit von Gleichgesinnten
Rebell-1,Rebell,6951-part,Rebell
Rebell-2,Rebell,7673-rebellis,Rebell
Parteisuchtiger-1,Parteisüchtiger,6951-part,
Parteiganger-1,Parteigänger,6951-part,Parteigänger
Parteiganger-2,Parteigänger,6954-partizan,Parteigänger
Aufruhranstiften-1,Aufruhr anstiften,6951-part,Aufruhr anstiften
anhanglichsein-1,anhänglich sein,6951-part,anhänglich sein
abtrunnigwerden-1,abtrünnig werden,6951-part,abtrünnig werden
begonnern-1,begönnern,6951-part,
schmalerGewebestreifen-1,schmaler Gewebestreifen,6952-parta,schmaler Gewebestreifen
KopfschmuckderFrauen-1,Kopfschmuck der Frauen,6952-parta,Kopfschmuck der Frauen
ArtKranz-1,Art Kranz,6952-parta,Art Kranz
alsSinnbildderJungfraulichkeitbzwdesMadchenstandes-1,〈als Sinnbild der Jungfräulichkeit bzw des Mädchenstandes〉,6952-parta,als Sinnbild der Jungfräulichkeit bzw des Mädchenstandes
Stoffrand-1,Stoffrand,6952-parta,
RingumeinenPlanet-1,Ring um einen Planet,6952-parta,Ring um einen Planet
zBSaturnring-1,zB Saturnring,6952-parta,zB Saturnring
Korolla-1,Korolla,6952-parta,
Heirat-1,Heirat,6953-parti,Heirat
heiratsfahigePerson-1,heiratsfähige Person,6953-parti,heiratsfähige Person
diedemPartnerimFallderHeiratfinanzielleVorteilebietenkann-1,die dem Partner im Fall der Heirat finanzielle Vorteile bieten kann,6953-parti,die dem Partner im Fall der Heirat finanzielle Vorteile bieten kann
Siel-1,Siel,6953-parti,Siel
Partie-1,Partie,6953-parti,Partie
Partisan-1,Partisan,6954-partizan,Partisan
Handbesen-1,Handbesen,6956-partvis,
Stielburste-1,Stielbürste,6956-partvis,
Fahrgast-1,Fahrgast,6958-pasaser,Fahrgast
Fahrgast-2,Fahrgast,9606-ut,Fahrgast
Reisender-1,Reisender,6958-pasaser,Reisender
Reisender-2,Reisender,9606-ut,Reisender
Reisender-3,Reisender,10035-zarandok,Reisender
KerlimArg-1,Kerl 〈im Arg〉,6958-pasaser,Kerl im Arg
gast-1,gast,6958-pasaser,gast
